molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL1946151,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(NC(=O)N3CCOCC3)c2)C1,37.0,active,500.60300000000035,4.521800000000003,2.0,7.0,7.431798275933005
CHEMBL1946153,CN1C/C=C/CCOc2cccc(c2)-c2cc(N3CCCC3)nc(n2)Nc2cccc(c2)C1,10000.0,inactive,441.57900000000024,5.257900000000005,1.0,6.0,5.0
CHEMBL1946442,CN1C/C=C/CCOc2cc(F)cc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,30.0,active,390.4620000000001,4.796800000000004,1.0,5.0,7.522878745280337
CHEMBL1946443,COc1ccc2cc1OCC/C=C/CN(C)Cc1cccc(c1)Nc1nccc-2n1,310.0,active,402.49800000000005,4.666300000000003,1.0,6.0,6.508638306165727
CHEMBL1947160,CN1C/C=C/CNC(=O)c2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,10000.0,inactive,385.4710000000001,3.6186000000000016,2.0,5.0,5.0
CHEMBL1947162,C1=C/CNCc2cccc(c2)Nc2nccc(n2)-c2cccc(c2)OCC/1,110.0,active,358.44500000000016,4.315500000000003,2.0,5.0,6.958607314841775
CHEMBL1949788,COc1ccc(C(=O)NC[C@@H](O)CO)cc1/C=C/c1ccc(Cl)cc1,50000.0,inactive,361.82500000000005,2.6020000000000003,3.0,4.0,4.301029995663981
CHEMBL1949789,COc1ccc(C(=O)NC[C@H](O)CO)cc1/C=C/c1ccc(Cl)cc1,50000.0,inactive,361.82500000000005,2.6020000000000003,3.0,4.0,4.301029995663981
CHEMBL1950886,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)(C)C)c4)ncc3c2)ccn1,1000.0,active,427.5080000000002,5.217800000000004,2.0,6.0,6.0
CHEMBL1950983,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)(C)C)c4)cnc3c2)ccn1,1000.0,active,427.5080000000002,5.217800000000004,2.0,6.0,6.0
CHEMBL1950984,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)(C)C)c4)ccc3c2)ccn1,1000.0,active,426.5200000000002,5.822800000000004,2.0,5.0,6.0
CHEMBL1952113,FC(F)(F)Oc1cccc(-n2nnc3ccc(NCC4CCNCC4)nc32)c1,231.0,active,392.3850000000003,3.1256000000000004,2.0,7.0,6.636388020107856
CHEMBL1952121,FC(F)(F)Oc1cccc(-n2nnc3ccc(NC4CCNCC4)nc32)c1,1000.0,active,378.35800000000023,2.878,2.0,7.0,6.0
CHEMBL1952125,FC(F)(F)Oc1cccc(-n2nnc3ccc(NC4CC5(CCNCC5)C4)nc32)c1,778.0,active,418.42300000000034,3.6582000000000017,2.0,7.0,6.1090204030103115
CHEMBL1952126,FC(F)(F)Oc1cccc(-n2nnc3ccc(NCC4CC5(CCNCC5)C4)nc32)c1,12.0,active,432.4500000000004,3.905800000000002,2.0,7.0,7.920818753952375
CHEMBL1952132,O[C@H]1CC[C@H](Nc2ccc3nnn(-c4cccc(OC(F)(F)F)c4)c3n2)CC1,1000.0,active,393.36900000000014,3.4295000000000018,2.0,7.0,6.0
CHEMBL1952133,O[C@H]1CC[C@@H](Nc2ccc3nnn(-c4cccc(OC(F)(F)F)c4)c3n2)CC1,1000.0,active,393.36900000000014,3.4295000000000018,2.0,7.0,6.0
CHEMBL1952134,CN(C)c1cccc(-n2nnc3ccc(NCC4CCNCC4)nc32)c1,1000.0,active,351.4580000000001,2.293,2.0,7.0,6.0
CHEMBL1952136,FC(F)(F)c1cccc(-n2nnc3ccc(NCC4CC5(CCNCC5)C4)nc32)c1,28.0,active,416.4510000000003,4.026000000000002,2.0,6.0,7.552841968657781
CHEMBL1952137,FC(F)(F)c1cccc(-n2nnc3ccc(NC4CC5(CCNCC5)C4)nc32)c1,314.0,active,402.4240000000003,3.7784000000000013,2.0,6.0,6.503070351926785
CHEMBL1952141,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1.O=S(=O)(O)O,44.0,active,503.50300000000016,3.3958000000000013,3.0,8.0,7.356547323513813
CHEMBL1952144,FC(F)(F)Oc1cccc(-n2nnc3cc(Cl)c(NCC4CCNCC4)nc32)c1,125.0,active,426.83000000000027,3.7790000000000017,2.0,7.0,6.903089986991944
CHEMBL1952329,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,44.0,active,405.4240000000001,4.048600000000003,1.0,6.0,7.356547323513813
CHEMBL196363,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,2.0,active,375.4570000000001,4.892920000000003,3.0,5.0,8.698970004336019
CHEMBL196615,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2Cl)c1,700.0,active,409.90200000000016,5.546320000000002,3.0,5.0,6.154901959985743
CHEMBL199886,O=C(Nc1ccc2c(c1)C=Nc1c(Cl)ncnc1O2)Nc1ccc(Cl)c(C(F)(F)F)c1,450.0,active,468.22200000000015,6.302500000000003,2.0,5.0,6.346787486224656
CHEMBL2010872,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,71.0,active,477.57200000000034,4.726600000000004,2.0,7.0,7.1487416512809245
CHEMBL201511,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,144.0,active,378.3840000000002,2.7609000000000004,2.0,5.0,6.841637507904751
CHEMBL2017323,Clc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2sccc12,10000.0,inactive,377.86000000000007,5.6316000000000015,2.0,5.0,5.0
CHEMBL2017326,Clc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cscc12,10000.0,inactive,377.86000000000007,5.6316000000000015,2.0,5.0,5.0
CHEMBL2017328,Clc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2ccsc12,10000.0,inactive,377.86000000000007,5.6316000000000015,2.0,5.0,5.0
CHEMBL2017331,Clc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2n2cccc12,10000.0,inactive,360.80800000000005,4.669600000000002,2.0,5.0,5.0
CHEMBL2023115,CCn1cc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2OC)cn1,800.0,active,463.4940000000003,3.845500000000003,1.0,9.0,6.096910013008056
CHEMBL2023116,CCn1cc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)c(OC)c2)cn1,200.0,active,463.4940000000003,3.845500000000003,1.0,9.0,6.698970004336019
CHEMBL2023117,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)cn1,200.0,active,462.50600000000026,4.4505000000000035,1.0,8.0,6.698970004336019
CHEMBL2023118,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)cn1,700.0,active,432.4800000000002,4.441900000000003,1.0,7.0,6.154901959985743
CHEMBL2023119,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(OC)cc34)cc2OC)cn1,1000.0,active,432.4800000000002,4.441900000000004,1.0,7.0,6.0
CHEMBL2023474,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,1000.0,active,420.44400000000013,4.5724000000000045,1.0,6.0,6.0
CHEMBL2023475,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1,1000.0,active,420.44400000000013,4.5724000000000045,1.0,6.0,6.0
CHEMBL2023476,COc1ccc2c(Oc3ccc(CC(=O)Nc4ncc(C)s4)c(OC)c3)ccnc2c1,900.0,active,435.50500000000017,4.990420000000004,1.0,7.0,6.045757490560675
CHEMBL2023477,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc1noc(C)c1C,500.0,active,463.49000000000024,4.8389400000000045,1.0,8.0,6.301029995663981
CHEMBL2023478,COc1ccc2c(Oc3ccc(CC(=O)Nc4noc(C)c4C)c(OC)c3)ccnc2c1,1000.0,active,433.4640000000002,4.830340000000003,1.0,7.0,6.0
CHEMBL2023479,COc1ccc2nccc(Oc3ccc(CC(=O)Nc4noc(C)c4C)c(OC)c3)c2c1,1000.0,active,433.4640000000002,4.830340000000004,1.0,7.0,6.0
CHEMBL2023480,COc1cc(Oc2ccnc3cc(F)ccc23)ccc1CC(=O)Nc1noc(C)c1C,1000.0,active,421.4280000000002,4.960840000000004,1.0,6.0,6.0
CHEMBL2023481,COc1cc(Oc2ccnc3ccc(F)cc23)ccc1CC(=O)Nc1noc(C)c1C,1000.0,active,421.4280000000002,4.960840000000004,1.0,6.0,6.0
CHEMBL2023482,CCc1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)no1,80.0,active,433.4640000000002,4.775900000000004,1.0,7.0,7.096910013008056
CHEMBL2023483,COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,1000.0,active,432.4800000000002,4.565440000000003,2.0,6.0,6.0
CHEMBL2023484,CCc1c[nH]nc1NC(=O)Cc1ccc(Oc2ccnc3cc(OC)ccc23)cc1OC,1000.0,active,432.4800000000002,4.511000000000004,2.0,6.0,6.0
CHEMBL2023485,CCc1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)n[nH]1,60.0,active,462.50600000000026,4.519600000000003,2.0,7.0,7.221848749616356
CHEMBL2023486,CCc1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)n[nH]1,300.0,active,432.4800000000002,4.511000000000002,2.0,6.0,6.522878745280337
CHEMBL2023487,COc1cc(Oc2ncnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc1cn(C)nc1C,1000.0,active,463.4940000000002,3.6710200000000013,1.0,9.0,6.0
CHEMBL2023488,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc1cn(C)nc1C,1000.0,active,462.5060000000002,4.276020000000003,1.0,8.0,6.0
CHEMBL2023489,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,20000.0,inactive,432.4800000000002,4.267420000000002,1.0,7.0,4.698970004336019
CHEMBL2023490,COc1cc2nccc(Oc3ccc(CC(=O)Nc4cn(C)nc4C)cc3)c2cc1OC,30.0,active,432.4800000000002,4.267420000000003,1.0,7.0,7.522878745280337
CHEMBL2023491,COc1ccc2c(Oc3ccc(CC(=O)Nc4cnn(C)c4C)c(OC)c3)ccnc2c1,1000.0,active,432.4800000000002,4.267420000000002,1.0,7.0,6.0
CHEMBL2023492,COc1ccc2c(Oc3ccc(CC(=O)Nc4cnn(C)c4)c(OC)c3)ccnc2c1,1000.0,active,418.45300000000015,3.9590000000000023,1.0,7.0,6.0
CHEMBL2023493,COc1ccc2c(Oc3ccc(CC(=O)Nc4cc(C)nn4C)c(OC)c3)ccnc2c1,1000.0,active,432.48000000000013,4.267420000000002,1.0,7.0,6.0
CHEMBL2023494,COc1ccc2c(Oc3ccc(CC(=O)Nc4cc(C)cc(CN(C)C)c4)c(OC)c3)ccnc2c1,300.0,active,485.58400000000023,5.595520000000004,1.0,6.0,6.522878745280337
CHEMBL2023495,CCn1cc(NC(=O)Cc2ncc(Oc3ccnc4cc(OC)ccc34)cc2OC)cn1,800.0,active,433.46800000000025,3.8369000000000026,1.0,8.0,6.096910013008056
CHEMBL2023496,COc1ccc2c(Oc3cnc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,1000.0,active,433.4680000000002,3.662420000000002,1.0,8.0,6.0
CHEMBL2023800,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cn2)cn1,40.0,active,433.4680000000002,3.8369000000000026,1.0,8.0,7.3979400086720375
CHEMBL2023801,CCc1[nH]nc(NC(=O)Cc2ncc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)c1C,1000.0,active,477.5210000000003,4.2230200000000035,2.0,8.0,6.0
CHEMBL2032155,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2cccc(-c3ccccn3)c2o1.O=C(O)C(F)(F)F,0.6,active,551.5290000000003,4.955300000000003,3.0,9.0,9.221848749616356
CHEMBL2032274,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccc(O)cc2o1.O=C(O)C(F)(F)F,2.15,active,490.4420000000001,3.5989000000000013,4.0,9.0,8.667561540084394
CHEMBL2032276,Cc1cc2oc(-c3cc(-c4cnn(C5CCNCC5)c4)cnc3N)nc2cc1O.O=C(O)C(F)(F)F,2.0,active,504.4690000000001,3.907320000000001,4.0,9.0,8.698970004336019
CHEMBL2032278,CCc1cc2oc(-c3cc(-c4cnn(C5CCNCC5)c4)cnc3N)nc2cc1O.O=C(O)C(F)(F)F,4.0,active,518.4960000000002,4.1613000000000016,4.0,9.0,8.397940008672037
CHEMBL2032280,Cc1c(O)ccc2nc(-c3cc(-c4cnn(C5CCNCC5)c4)cnc3N)oc12.O=C(O)C(F)(F)F,34.0,active,504.4690000000002,3.9073200000000012,4.0,9.0,7.468521082957745
CHEMBL2032282,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccc(O)c(-c3cnccn3)c2o1.O=C(O)C(F)(F)F,35.0,active,568.5160000000003,4.055900000000002,4.0,11.0,7.455931955649724
CHEMBL2032283,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccc(O)c(-c3ccccc3)c2o1.O=C(O)C(F)(F)F,14.0,active,566.5400000000003,5.265900000000004,4.0,9.0,7.853871964321762
CHEMBL2032285,Nc1ccc2nc(-c3cc(-c4cnn(C5CCNCC5)c4)cnc3N)oc2c1.O=C(O)C(F)(F)F,3.6,active,489.4580000000002,3.475500000000001,4.0,9.0,8.443697499232712
CHEMBL2035041,CN1C/C=C/COCC2CCCN(C2)c2ccnc(n2)Nc2cccc(c2)C1,10000.0,inactive,379.5080000000001,3.4548000000000014,1.0,6.0,5.0
CHEMBL2035042,CN1C/C=C/CCn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)C1,93.0,active,395.51000000000016,5.2336000000000045,1.0,5.0,7.031517051446065
CHEMBL2035043,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)COC/1,73.0,active,368.44000000000017,4.928300000000005,1.0,5.0,7.136677139879544
CHEMBL2035044,CN1C/C=C/CCOc2cc(ccn2)-c2ccnc(n2)Nc2cccc(c2)C1,310.0,active,373.4600000000001,4.052700000000002,1.0,6.0,6.508638306165727
CHEMBL2035046,C1=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)COC/1,560.0,active,360.41700000000014,3.885200000000002,1.0,6.0,6.251811972993799
CHEMBL2035047,CN1C/C=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)C1,770.0,active,362.4330000000001,3.998400000000003,1.0,6.0,6.113509274827518
CHEMBL2035048,C1=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)COC/1,620.0,active,349.39000000000016,4.0832000000000015,1.0,6.0,6.2076083105017466
CHEMBL2035049,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,7.9,active,481.6000000000005,5.402900000000005,1.0,7.0,8.102372908709558
CHEMBL2035050,Cc1cnc2nc1-c1ccc3ccn(c3c1)C/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,17.0,active,495.62700000000046,5.711320000000005,1.0,7.0,7.769551078621726
CHEMBL2035051,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cncc(c2)COC/1,63.0,active,473.57700000000017,4.3598000000000035,1.0,8.0,7.200659450546419
CHEMBL2035052,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,31.0,active,473.57700000000017,4.612100000000003,1.0,8.0,7.508638306165727
CHEMBL2035053,Cc1cnc2nc1-c1ccnc(c1)OCC/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,31.0,active,487.6040000000004,4.920520000000004,1.0,8.0,7.508638306165727
CHEMBL2035054,CN1C/C=C/COCc2ccc(o2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,120.0,active,475.5930000000004,4.473000000000003,1.0,8.0,6.920818753952375
CHEMBL2035055,CN1C/C=C/COCc2ccc(s2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,12.0,active,491.66100000000046,4.941500000000004,1.0,8.0,7.920818753952375
CHEMBL2035181,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cc(co2)COC/1,180.0,active,462.5500000000002,4.557800000000004,1.0,8.0,6.7447274948966935
CHEMBL2035182,COCCOc1ccc2cc1CN(C)C/C=C/COCc1ccc(s1)-c1ccnc(n1)N2,22.0,active,452.58000000000015,4.492100000000003,1.0,8.0,7.657577319177793
CHEMBL2035183,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(s2)COC/1,24.0,active,478.61800000000017,5.026300000000004,1.0,8.0,7.619788758288394
CHEMBL2035184,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2csc(c2)COC/1,45.0,active,478.61800000000017,5.026300000000004,1.0,8.0,7.346787486224656
CHEMBL2035185,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1,60.0,active,462.5500000000002,4.557800000000004,1.0,8.0,7.221848749616356
CHEMBL2035186,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2coc(c2)COC/1,48.0,active,462.5500000000002,4.557800000000004,1.0,8.0,7.318758762624412
CHEMBL2035187,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,14.0,active,472.58900000000017,4.466800000000004,1.0,7.0,7.853871964321762
CHEMBL2037201,O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc(-c2cccc(C(=O)N3CCCNCC3)c2)o1,150.0,active,447.9220000000003,4.5282000000000036,2.0,4.0,6.823908740944319
CHEMBL2046699,COc1cc2ncnc(Sc3nccs3)c2cc1OC,7.0,active,305.38400000000007,3.2547000000000024,0.0,7.0,8.154901959985743
CHEMBL2046726,COc1cc2ncnc(Sc3nncs3)c2cc1OC,9.0,active,306.37200000000007,2.649700000000001,0.0,8.0,8.045757490560675
CHEMBL2046883,Cc1ccc(NC(=O)Nc2nnc(Sc3ncnc4cc(OCCCN5CCOCC5)ccc34)s2)cc1,10.0,active,537.6710000000005,4.686020000000004,2.0,10.0,8.0
CHEMBL2046884,C#Cc1cccc(NC(=O)Nc2nnc(Sc3ncnc4cc(OCCCN5CCOCC5)ccc34)s2)c1,6.0,active,547.6660000000004,4.358900000000004,2.0,10.0,8.221848749616356
CHEMBL2063318,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)Oc5ccccc5)cc4)n[nH]3)cc2)CC1,12.0,active,496.5710000000002,4.691700000000003,3.0,6.0,7.920818753952375
CHEMBL2063319,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)OCc5ccccc5)cc4)n[nH]3)cc2)CC1,7.0,active,510.59800000000024,4.829500000000003,3.0,6.0,8.154901959985743
CHEMBL2063320,O=C(Nc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCCC4)cc3)[nH]n2)cc1)Oc1ccccc1,40.0,active,511.5820000000003,5.414500000000004,3.0,6.0,7.3979400086720375
CHEMBL2063321,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)Oc5ccccc5)cc4)n[nH]3)cc2)CC1,16.0,active,510.59800000000024,4.369400000000002,3.0,6.0,7.795880017344075
CHEMBL2063322,CCOC(=O)NCc1ccc(-c2cc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)[nH]n2)cc1,17.0,active,462.55400000000026,3.326900000000002,3.0,6.0,7.769551078621726
CHEMBL2063323,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)OCc5ccccc5)cc4)n[nH]3)cc2)CC1,6.0,active,524.6250000000002,4.507200000000003,3.0,6.0,8.221848749616356
CHEMBL2063324,O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCCC4)cc3)[nH]n2)cc1)OCc1ccccc1,7.0,active,539.6360000000004,5.230000000000006,3.0,6.0,8.154901959985743
CHEMBL2063325,CN1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)OCc5ccccc5)cc4)n[nH]3)cc2)CC1,7.0,active,538.652,4.502800000000003,3.0,6.0,8.154901959985743
CHEMBL2063326,O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCOCC4)cc3)[nH]n2)cc1)OCc1ccccc1,17.0,active,555.6350000000004,4.466400000000005,3.0,7.0,7.769551078621726
CHEMBL2063327,O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCCN4CCCC4)cc3)[nH]n2)cc1)OCc1ccccc1,19.0,active,553.6630000000005,5.620100000000006,3.0,6.0,7.721246399047171
CHEMBL2063328,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)OCc5cccnc5)cc4)n[nH]3)cc2)CC1,14.0,active,525.6130000000002,3.9022000000000023,3.0,7.0,7.853871964321762
CHEMBL2063329,O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCCC4)cc3)[nH]n2)cc1)OCc1cccnc1,35.0,active,540.6240000000004,4.625000000000004,3.0,7.0,7.455931955649724
CHEMBL2063330,O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCOCC4)cc3)[nH]n2)cc1)OCc1cccnc1,20.0,active,556.6230000000004,3.8614000000000033,3.0,8.0,7.698970004336019
CHEMBL2063331,Cc1cc(COC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)[nH]n3)cc2)no1,27.0,active,529.6010000000003,3.803620000000002,3.0,8.0,7.568636235841013
CHEMBL2063332,Cc1cc(COC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCCC5)cc4)[nH]n3)cc2)no1,43.0,active,544.6120000000004,4.526420000000003,3.0,8.0,7.366531544420414
CHEMBL2063333,Cc1cc(COC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)[nH]n3)cc2)no1,52.0,active,560.6110000000004,3.7628200000000023,3.0,9.0,7.2839966563652006
CHEMBL2063334,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(CNS(=O)(=O)c5ccccc5)cc4)n[nH]3)cc2)CC1,140.0,active,530.654,3.559300000000002,3.0,6.0,6.853871964321762
CHEMBL2063335,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4ccccc4)cc3)n[nH]2)cc(N2CCN(C)CC2)n1,18.0,active,512.6180000000002,4.096920000000002,3.0,8.0,7.7447274948966935
CHEMBL2063336,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4cccnc4)cc3)n[nH]2)cc(N2CCN(C)CC2)n1,4.0,active,513.6060000000002,3.4919200000000012,3.0,9.0,8.397940008672037
CHEMBL2063337,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4cc(C)on4)cc3)n[nH]2)cc(N2CCN(C)CC2)n1,5.0,active,517.5940000000003,3.393340000000001,3.0,10.0,8.301029995663981
CHEMBL2063338,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4ccccc4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1,10.0,active,542.644,3.4594200000000006,4.0,9.0,8.0
CHEMBL2063434,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4cccnc4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1,21.0,active,543.6320000000001,2.85442,4.0,10.0,7.6777807052660805
CHEMBL2063435,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4cc(C)on4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1,72.0,active,547.6200000000001,2.75584,4.0,11.0,7.142667503568732
CHEMBL2063436,Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4ccccc4)cc3)n[nH]2)cc(N2CCNCC2)n1,17.0,active,498.5910000000002,3.7547200000000007,4.0,8.0,7.769551078621726
CHEMBL2064666,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2,88.0,active,539.0800000000003,3.5497000000000023,3.0,8.0,7.055517327849832
CHEMBL206469,O=C(c1cc2cc(F)ccc2[nH]1)c1cc2cc(OCc3ccccc3)ccc2[nH]1,30000.0,inactive,384.41,5.598300000000004,2.0,2.0,4.522878745280337
CHEMBL206914,COc1ccc2[nH]c(C(=O)c3cc4cc(Cl)ccc4[nH]3)cc2c1,11000.0,inactive,324.76700000000005,4.542200000000003,2.0,2.0,4.958607314841775
CHEMBL206915,COc1ccc2[nH]c(C(=O)c3cc4ccc(Cl)cc4[nH]3)cc2c1,16665.0,inactive,324.76700000000005,4.542200000000003,2.0,2.0,4.778194682003451
CHEMBL207008,COc1ccc2[nH]c(Cc3cc4ccccc4[nH]3)cc2c1,30000.0,inactive,276.33900000000006,4.248600000000002,2.0,1.0,4.522878745280337
CHEMBL2071201,Cn1cc(Nc2ncc(Br)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,1.0,active,404.27200000000016,1.8041,3.0,7.0,9.0
CHEMBL207578,O=C(c1cc2cc(O)ccc2[nH]1)c1cc2cccc(F)c2[nH]1,30000.0,inactive,294.285,3.7249000000000008,3.0,2.0,4.522878745280337
CHEMBL207858,Cc1cccc2[nH]c(C(=O)c3cc4cc(O)ccc4[nH]3)cc12,65.0,active,290.322,3.8942200000000016,3.0,2.0,7.187086643357144
CHEMBL207895,Cc1ccc2[nH]c(C(=O)c3cc4cc(O)ccc4[nH]3)cc2c1,740.0,active,290.32200000000006,3.8942200000000016,3.0,2.0,6.130768280269024
CHEMBL207949,Cc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1C,540.0,active,328.4370000000001,3.594940000000003,2.0,3.0,6.267606240177032
CHEMBL208446,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1,120.0,active,330.40900000000016,2.9867000000000017,2.0,4.0,6.920818753952375
CHEMBL208628,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCCCC3)cc1OC,100000.0,inactive,388.4890000000003,3.7755000000000027,2.0,5.0,4.0
CHEMBL208655,NC(=O)c1c(NC(=O)c2ccc(Oc3ccccc3)cc2)sc2c1CCCC2,10000.0,inactive,392.48000000000025,4.770400000000003,2.0,4.0,5.0
CHEMBL2086760,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(Cl)cc2)c2ncc[nH]2)C(=O)N3)CC1,0.85,active,447.97000000000014,4.870500000000004,3.0,4.0,9.070581074285707
CHEMBL208712,COc1ccc2[nH]c(Cc3cc4cc(F)ccc4[nH]3)cc2c1,30000.0,inactive,294.329,4.387700000000002,2.0,1.0,4.522878745280337
CHEMBL208800,COc1ccc(/C=C/C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,130.0,active,386.47300000000024,3.3949000000000025,2.0,5.0,6.886056647693163
