molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL208909,CCc1cccc2cc(C(=O)c3cc4cc(O)ccc4[nH]3)[nH]c12,10000.0,inactive,304.349,4.148200000000002,3.0,2.0,5.0
CHEMBL209233,COc1ccc2cc(C(=O)c3cc4cc(OCc5ccccc5)ccc4[nH]3)[nH]c2c1,10000.0,inactive,396.446,5.467800000000004,2.0,3.0,5.0
CHEMBL209285,Cc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1,52.0,active,314.4100000000001,3.286520000000002,2.0,3.0,7.2839966563652006
CHEMBL209562,NC(=O)c1c(NC(=O)C2CCCCC2)sc2c1CCCC2,10000.0,inactive,306.4310000000001,3.244600000000002,2.0,3.0,5.0
CHEMBL209823,O=C(c1cc2cc(O)ccc2[nH]1)c1cc2c(F)cccc2[nH]1,340.0,active,294.28499999999997,3.7249000000000008,3.0,2.0,6.468521082957745
CHEMBL209928,CC(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1,590.0,active,342.42000000000013,3.1807000000000016,2.0,4.0,6.229147988357856
CHEMBL210040,Cc1ccc(/C=C/C(=O)Nc2sc3c(c2C(N)=O)CCCC3)o1,1000.0,active,330.40900000000016,3.2791200000000016,2.0,4.0,6.0
CHEMBL210095,NC(=O)c1c(NC(=O)c2ccc(-c3ccccc3)cc2)sc2c1CCCC2,10000.0,inactive,376.4810000000002,4.645100000000003,2.0,3.0,5.0
CHEMBL210149,CC(C)(C)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1,630.0,active,356.4910000000002,4.275600000000003,2.0,3.0,6.200659450546418
CHEMBL210226,NC(=O)c1c(NC(=O)c2ccc(Cl)cc2)sc2c1CCCC2,310.0,active,334.8280000000002,3.6315000000000017,2.0,3.0,6.508638306165727
CHEMBL210227,NC(=O)c1c(NC(=O)c2ccc(Br)cc2)sc2c1CCCC2,310.0,active,379.2790000000002,3.7406000000000024,2.0,3.0,6.508638306165727
CHEMBL210249,NC(=O)c1c(NC(=O)CSc2ccccc2)sc2c1CCCC2,10000.0,inactive,346.4770000000002,3.4566000000000026,2.0,4.0,5.0
CHEMBL210250,COc1ccc(OCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1,10000.0,inactive,360.43500000000023,2.751900000000001,2.0,5.0,5.0
CHEMBL210266,NC(=O)c1c(NC(=O)c2ccccc2)sc2c1CCCC2,360.0,active,300.38300000000015,2.9781000000000013,2.0,3.0,6.443697499232713
CHEMBL210308,NC(=O)c1c(NC(=O)/C=C/c2ccccc2)sc2c1CCCC2,250.0,active,326.4210000000002,3.3777000000000026,2.0,3.0,6.6020599913279625
CHEMBL210329,COc1ccccc1C(=O)Nc1sc2c(c1C(N)=O)CCCC2,10000.0,inactive,330.40900000000016,2.9867000000000017,2.0,4.0,5.0
CHEMBL210355,COc1ccc2cc(C(=O)c3cc4cc(O)ccc4[nH]3)[nH]c2c1,530.0,active,306.32099999999997,3.594400000000002,3.0,3.0,6.275724130399211
CHEMBL210359,COc1cccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)c1,110.0,active,330.40900000000016,2.9867000000000017,2.0,4.0,6.958607314841775
CHEMBL210368,COc1ccc2[nH]c(C(=O)c3cc4c(F)cccc4[nH]3)cc2c1,10000.0,inactive,308.312,4.027900000000002,2.0,2.0,5.0
CHEMBL210420,Cc1cccc2[nH]c(C(=O)c3cc4cc(OCCN5CCCCC5)ccc4[nH]3)cc12,460.0,active,401.5100000000002,5.053320000000004,2.0,3.0,6.337242168318426
CHEMBL210425,O=C(c1cc2ccccc2[nH]1)c1cc2cc(Oc3ccccc3)ccc2[nH]1,10000.0,inactive,352.39300000000003,5.672500000000004,2.0,2.0,5.0
CHEMBL210477,O=C(c1cc2cc(O)ccc2[nH]1)c1cc2ccc(F)cc2[nH]1,1000.0,active,294.28499999999997,3.7249000000000008,3.0,2.0,6.0
CHEMBL210486,COc1cccc2[nH]c(C(=O)c3cc4cc(O)ccc4[nH]3)cc12,670.0,active,306.321,3.594400000000001,3.0,3.0,6.173925197299173
CHEMBL2105709,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1.Cl.Cl,69.0,active,633.6020000000004,6.700100000000006,2.0,9.0,7.161150909262744
CHEMBL210601,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCC3)cc1OC,27.0,active,346.4080000000002,2.605200000000001,2.0,5.0,7.568636235841013
CHEMBL210832,NC(=O)c1c(NC(=O)c2ccccc2Cl)sc2c1CCCC2,10000.0,inactive,334.8280000000002,3.6315000000000017,2.0,3.0,5.0
CHEMBL210860,COc1ccc(C(=O)Nc2sc(C)c(C)c2C(N)=O)cc1OC,140.0,active,334.3970000000001,2.733340000000001,2.0,5.0,6.853871964321762
CHEMBL210907,NC(=O)c1c(NC(=O)c2ccccn2)sc2c1CCCC2,640.0,active,301.37100000000015,2.373100000000001,2.0,4.0,6.1938200260161125
CHEMBL210956,COc1ccc2[nH]c(C(=O)c3cc4cc(C)ccc4[nH]3)cc2c1,10000.0,inactive,304.349,4.197220000000002,2.0,2.0,5.0
CHEMBL210960,NC(=O)c1c(NC(=O)c2ccco2)sc2c1CCCC2,170.0,active,290.3440000000001,2.5711000000000004,2.0,4.0,6.769551078621726
CHEMBL210989,O=C(c1cc2cc(O)ccc2[nH]1)c1cc2cc(F)ccc2[nH]1,170.0,active,294.28499999999997,3.7249000000000008,3.0,2.0,6.769551078621726
CHEMBL211020,COc1cc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc(OC)c1OC,10000.0,inactive,390.46100000000024,3.0039000000000016,2.0,6.0,5.0
CHEMBL2147845,COc1ccc2c(c1CN1CCNCC1)O/C(=C\c1n[nH]c3ccccc13)C2=O,47.0,active,390.44300000000004,2.5929,2.0,6.0,7.327902142064283
CHEMBL2151321,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,2.1,active,381.415,3.638000000000001,2.0,7.0,8.67778070526608
CHEMBL215152,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,100.0,active,507.57000000000016,3.499900000000001,4.0,8.0,7.0
CHEMBL2158227,CS(=O)(=O)CCN1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,78.0,active,481.6220000000004,3.715080000000003,2.0,6.0,7.107905397309519
CHEMBL2158230,N#Cc1cnc(C(=O)Nc2ccc(C3CCN(CCN4CCOCC4)CC3)cc2C2=CCCCC2)[nH]1,15.5,active,488.6360000000004,4.0026800000000025,2.0,6.0,7.809668301829708
CHEMBL2180602,CCN(CC)CCNC(=O)c1c(C)[nH]c2c1CCC/C2=C1/C(=O)Nc2ccc(F)cc21,3.15,active,424.52000000000015,3.7330200000000016,3.0,3.0,8.5016894462104
CHEMBL2180878,COc1cc(C2=C(c3c[nH]c4ncccc34)C(=O)NC2=O)cc(OC)c1OC,132.0,active,379.3720000000002,2.1559,2.0,6.0,6.87942606879415
CHEMBL2180882,COc1cc(C2=C(c3c[nH]c4cnccc34)C(=O)NC2=O)cc(OC)c1OC,18.0,active,379.3720000000002,2.155899999999999,2.0,6.0,7.7447274948966935
CHEMBL2181082,O=C1CCN(CCOc2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)C1,67.0,active,486.57200000000023,4.143800000000002,1.0,8.0,7.173925197299173
CHEMBL2181083,C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCCC3)c2)COC1,22.0,active,472.58900000000045,4.964800000000003,1.0,7.0,7.657577319177793
CHEMBL2181084,C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCOCC3)c2)COC1,19.0,active,488.5880000000005,4.201200000000003,1.0,8.0,7.721246399047171
CHEMBL2181085,Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,52.0,active,374.44400000000024,4.072400000000003,2.0,6.0,7.2839966563652006
CHEMBL2181086,CCN(CC)CCC(=O)Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,78.0,active,501.63100000000037,5.160600000000004,2.0,7.0,7.107905397309519
CHEMBL2181087,COc1cc2cc(c1OCCN1CCCC1)COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,6.0,active,502.6150000000002,4.973400000000004,1.0,8.0,8.221848749616356
CHEMBL2181088,Cc1cnc2nc1-c1cccc(c1)COCC=CCOCc1cc(ccc1OCCN1CCCC1)N2,19.0,active,486.6160000000004,5.273220000000004,1.0,7.0,7.721246399047171
CHEMBL2181310,Fc1cnc2nc1-c1cccc(c1)COCC=CCOCc1cc(ccc1OCCN1CCCC1)N2,15.0,active,490.5790000000004,5.103900000000005,1.0,7.0,7.823908740944319
CHEMBL2181311,COc1ccc2cc1-c1ccnc(n1)Nc1ccc(OCCN3CCCC3)c(c1)COCC=CCOC2,12.0,active,502.6150000000006,4.973400000000004,1.0,8.0,7.920818753952375
CHEMBL2181312,Fc1cc2cc(c1)-c1ccnc(n1)Nc1ccc(OCCN3CCCC3)c(c1)COCC=CCOC2,8.0,active,490.5790000000005,5.103900000000004,1.0,7.0,8.096910013008056
CHEMBL2181313,COc1ccc2cc1COCC=CCOCc1cc(ccc1OCCN1CCCC1)Nc1nccc-2n1,92.0,active,502.61500000000035,4.973400000000004,1.0,8.0,7.036212172654444
CHEMBL2181314,Fc1ccc2cc1COCC=CCOCc1cc(ccc1OCCN1CCCC1)Nc1nccc-2n1,40.0,active,490.57900000000035,5.103900000000004,1.0,7.0,7.3979400086720375
CHEMBL2181316,C1=CCOc2cccc(c2)Nc2nccc(n2)-c2cccc(c2)OCC1,880.0,active,345.40200000000016,4.604700000000004,1.0,5.0,6.055517327849832
CHEMBL2181317,COc1ccc2cc1COCC=CCCOc1cccc(c1)-c1ccnc(n1)N2,310.0,active,389.45500000000004,4.751100000000004,1.0,6.0,6.508638306165727
CHEMBL2181318,COc1ccc2cc1COCC=CCOc1cccc(c1)-c1ccnc(n1)N2,78.0,active,375.42800000000005,4.361000000000003,1.0,6.0,7.107905397309519
CHEMBL2181319,COc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,190.0,active,389.45500000000004,4.498800000000003,1.0,6.0,6.721246399047171
CHEMBL2181320,Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,170.0,active,375.42800000000005,4.195800000000003,2.0,6.0,6.769551078621726
CHEMBL2181321,C1=CCOCc2cc(ccc2N2CCOCC2)Nc2nccc(n2)-c2cccc(c2)COC1,32.0,active,444.5350000000002,4.326800000000003,1.0,7.0,7.494850021680094
CHEMBL2181322,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,49.0,active,443.5510000000002,3.8998000000000026,2.0,7.0,7.309803919971486
CHEMBL2181323,CN1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,30.0,active,457.5780000000002,4.242000000000003,1.0,7.0,7.522878745280337
CHEMBL2181324,OCCN1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,70.0,active,487.60400000000027,3.6045000000000016,2.0,8.0,7.154901959985743
CHEMBL2181325,CC(=O)N1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,38.0,active,485.5880000000003,4.158700000000002,1.0,7.0,7.42021640338319
CHEMBL2181326,CCS(=O)(=O)N1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,150.0,active,535.6700000000002,3.9619000000000026,1.0,8.0,6.823908740944319
CHEMBL2181327,CN(C)CCN(C)c1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,31.0,active,459.5940000000002,4.488000000000003,1.0,7.0,7.508638306165727
CHEMBL2181328,ClCCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,76.0,active,437.9270000000001,5.107800000000005,1.0,6.0,7.119186407719209
CHEMBL2181329,CCN(CC)CCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,29.0,active,474.6050000000002,5.210800000000004,1.0,7.0,7.5376020021010435
CHEMBL2181331,C1=CCOCc2cc(ccc2OCCN2CCCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,26.0,active,486.6160000000002,5.354900000000005,1.0,7.0,7.585026652029182
CHEMBL2181332,O=C1CCCN1CCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,140.0,active,486.57200000000023,4.491400000000003,1.0,7.0,6.853871964321762
CHEMBL219722,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,54.0,active,343.39000000000004,4.456100000000002,4.0,3.0,7.267606240177032
CHEMBL219727,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(Br)c4[nH]nc(N)c34)cc2)c1,13.0,active,436.3130000000001,5.527020000000002,4.0,3.0,7.886056647693163
CHEMBL219774,CCN(CC)CCOc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,60.0,active,472.5930000000002,5.485120000000003,4.0,5.0,7.221848749616356
CHEMBL219998,COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,29.0,active,387.4430000000001,4.773120000000002,4.0,4.0,7.5376020021010435
CHEMBL219999,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3c(N)nn4CCO)cc2)c1,270.0,active,401.4700000000002,4.230220000000001,4.0,5.0,6.568636235841013
CHEMBL220049,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c12,26.0,active,361.38000000000005,4.595200000000001,4.0,3.0,7.585026652029182
CHEMBL220057,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,12.0,active,357.4170000000001,4.764520000000002,4.0,3.0,7.920818753952375
CHEMBL2203434,CCN1CCC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1,1.0,active,506.6070000000003,5.126500000000004,3.0,7.0,9.0
CHEMBL2206008,CCN(CC)CCOc1ccc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc1,4.1,active,370.88000000000005,4.553300000000004,1.0,3.0,8.387216143280265
CHEMBL2206013,O=C1Nc2ccc(Cl)cc2/C1=C/c1ccc(OCCN2CCOCC2)cc1,14.0,active,384.8630000000003,3.543700000000002,1.0,4.0,7.853871964321762
CHEMBL2206015,COc1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)ccc1OCCN(C)C,29.0,active,372.8520000000002,3.7817000000000025,1.0,4.0,7.5376020021010435
CHEMBL2206017,COc1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)ccc1OCCCC#N,17.0,active,368.8200000000002,4.523880000000003,1.0,4.0,7.769551078621726
CHEMBL2206277,CN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C,2.0,active,548.6880000000002,6.293600000000006,3.0,7.0,8.698970004336019
CHEMBL2206278,CCN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C,2.0,active,562.7150000000001,6.683700000000006,3.0,7.0,8.698970004336019
CHEMBL2208034,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@H]1CCCN1,139.7,active,444.53900000000027,3.4143000000000017,3.0,7.0,6.854803593885818
CHEMBL221053,CCc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,55.0,active,371.4440000000001,5.018500000000002,4.0,3.0,7.259637310505756
CHEMBL222315,Nc1n[nH]c2cccc(-c3ccc(NC(=O)C4CCCCC4)cc3)c12,13.0,active,334.4230000000001,4.330900000000003,3.0,3.0,7.886056647693163
CHEMBL222728,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c12,106.0,active,422.28600000000006,5.218600000000002,4.0,3.0,6.97469413473523
CHEMBL222778,Nc1ccc(-c2cccc3[nH]nc(N)c23)cc1,43.0,active,224.267,2.3943000000000003,3.0,3.0,7.366531544420414
CHEMBL223147,CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c(C)n[nH]c1-4,2.0,active,348.4500000000001,3.999220000000002,2.0,2.0,8.698970004336019
CHEMBL223185,Nc1n[nH]c2cccc(-c3ccc(NC(=O)c4ccccc4)cc3)c12,694.0,active,328.375,4.064400000000002,3.0,3.0,6.158640529545145
CHEMBL223236,COCCn1nc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)cccc21,480.0,active,433.4870000000002,5.023420000000003,3.0,5.0,6.318758762624412
CHEMBL223237,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3c(N)nn4CCN3CCOCC3)cc2)c1,860.0,active,470.5770000000004,4.570120000000003,3.0,6.0,6.0655015487564325
CHEMBL223304,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(O)c4)cc3)c12,26.0,active,359.38900000000007,4.161700000000001,5.0,4.0,7.585026652029182
CHEMBL223360,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,16.25,active,375.40700000000015,4.903620000000003,4.0,3.0,7.789146634685107
CHEMBL223361,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,270.0,active,429.37700000000007,5.614000000000002,4.0,3.0,6.568636235841013
CHEMBL223478,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCOCC4)c4[nH]nc(N)c34)cc2)c1,24.0,active,486.57600000000036,4.475520000000002,4.0,6.0,7.619788758288394
CHEMBL223528,COCCOc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,34.0,active,431.49600000000015,4.789720000000002,4.0,5.0,7.468521082957745
CHEMBL223572,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(CN4CCOCC4)c4[nH]nc(N)c34)cc2)c1,450.0,active,456.5500000000003,4.596720000000002,4.0,5.0,6.346787486224656
CHEMBL223583,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4F)cc3)c12,157.0,active,361.38000000000005,4.595200000000002,4.0,3.0,6.804100347590766
CHEMBL223790,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCCC4)c4[nH]nc(N)c34)cc2)c1,120.0,active,470.57700000000034,5.239120000000003,4.0,5.0,6.920818753952375
CHEMBL223971,COCCOCC#Cc1cc(-c2n[nH]c3c2Cc2ccc(Cn4cncn4)cc2-3)cs1,3.0,active,431.52100000000013,3.3637000000000024,1.0,7.0,8.522878745280337
CHEMBL225772,COc1ccc2oc(C(=O)c3cc4cc(OC)ccc4o3)cc2c1,30000.0,inactive,322.31600000000003,4.427200000000003,0.0,5.0,4.522878745280337
CHEMBL225825,COc1ccc2cc(C(=O)c3cc4ccc(OC)cc4o3)oc2c1,30000.0,inactive,322.3160000000001,4.427200000000003,0.0,5.0,4.522878745280337
CHEMBL226131,O=C(c1cc2cccc(O)c2o1)c1cc2cccc(O)c2o1,30000.0,inactive,294.262,3.8212000000000015,2.0,5.0,4.522878745280337
CHEMBL226183,O=C(c1cc2ccccc2[nH]1)c1cc2ccccc2o1,400.0,active,261.28000000000003,4.145100000000002,1.0,2.0,6.3979400086720375
CHEMBL226184,O=C(c1cc2cc(O)ccc2[nH]1)c1cc2cc(O)ccc2o1,270.0,active,293.278,3.556300000000001,3.0,4.0,6.568636235841013
CHEMBL2311806,Cc1cc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc(-n2cnc(C)c2)c1,882.0,active,475.55600000000015,5.645460000000004,2.0,7.0,6.054531414868181
CHEMBL2311807,Cc1cn(-c2cc(F)cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)c2)cn1,117.8,active,479.5190000000001,5.4761400000000044,2.0,7.0,6.928854709548917
CHEMBL2311808,Cc1cn(-c2cccc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)c2)cn1,973.9,active,461.5290000000001,5.3370400000000044,2.0,7.0,6.011485634166334
CHEMBL2322134,c1cc2c(ncc3cnc(C4CCCCC4)n32)[nH]1,890.0,active,240.30999999999995,3.258300000000001,1.0,3.0,6.050609993355088
CHEMBL2322135,c1cc2c(ncc3[nH]nc(C4CCCCC4)c32)[nH]1,220.0,active,240.30999999999995,3.486900000000001,2.0,2.0,6.657577319177793
CHEMBL2322136,Cn1nc(C2CCCCC2)c2c3cc[nH]c3ncc21,440.0,active,254.33700000000002,3.497300000000002,1.0,3.0,6.356547323513812
CHEMBL2322140,c1cc2c3c(cnc2[nH]1)CCCN3C1CCCCC1,50000.0,inactive,255.3649999999999,3.648200000000002,1.0,2.0,4.301029995663981
CHEMBL2322141,c1cc2c(ncc3nnc(C4CCCCC4)n32)[nH]1,27300.0,inactive,241.29799999999994,2.6532999999999998,1.0,4.0,4.5638373529592435
CHEMBL2322142,c1cc2c(ncc3ncc(C4CCCCC4)n32)[nH]1,240.0,active,240.30999999999995,3.258300000000001,1.0,3.0,6.619788758288394
CHEMBL2322143,c1cc2c(ncc3ccc(C4CCCCC4)n32)[nH]1,150.0,active,239.32199999999992,3.8633000000000015,1.0,2.0,6.823908740944319
CHEMBL2331570,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1cccc(C(F)(F)F)c1,6.5,active,414.34700000000004,4.808000000000002,3.0,5.0,8.187086643357144
CHEMBL2332840,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,10.0,active,448.7920000000001,5.461400000000002,3.0,5.0,8.0
CHEMBL2332844,O=C(Nc1ccc(Nc2ncnc3[nH]ncc23)cc1)Nc1ccc(C(F)(F)F)cc1,260.0,active,413.36300000000006,4.759300000000001,4.0,5.0,6.585026652029182
CHEMBL2332846,COc1cccc(NC(=O)Nc2ccc(Oc3ncnc4[nH]ncc34)cc2)c1,20.0,active,376.37600000000003,3.7978000000000005,3.0,6.0,7.698970004336019
CHEMBL2332847,O=C(Nc1ccc(Br)cc1)Nc1ccc(Oc2ncnc3[nH]ncc23)cc1,83.0,active,425.24600000000015,4.551700000000001,3.0,5.0,7.080921907623926
CHEMBL2332848,Cc1cccc(NC(=O)Nc2ccc(Oc3ncnc4[nH]ncc34)cc2)c1C,37.0,active,374.4040000000001,4.406040000000002,3.0,5.0,7.431798275933005
CHEMBL2332849,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1ccc(C(F)(F)F)cc1,18.5,active,414.34700000000004,4.808000000000002,3.0,5.0,7.732828271596986
CHEMBL2332851,Cn1ncc2c(Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3)ncnc21,79.0,active,428.3740000000001,4.818400000000003,2.0,6.0,7.102372908709558
CHEMBL2332854,O=C(Cc1ccc(C(F)(F)F)cc1)Nc1cccc(Oc2ncnc3[nH]ncc23)c1,10000.0,inactive,413.35900000000015,4.345200000000002,2.0,5.0,5.0
CHEMBL2332855,O=C(Cc1ccc(Br)cc1)Nc1cccc(Oc2ncnc3[nH]ncc23)c1,10000.0,inactive,424.25800000000015,4.0889000000000015,2.0,5.0,5.0
CHEMBL2332857,O=C(Nc1cccc(Oc2ncnc3[nH]ncc23)c1)c1ccc(Br)cc1,10000.0,inactive,410.23100000000005,4.160000000000002,2.0,5.0,5.0
CHEMBL2332858,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)c1ccc(Br)cc1,10000.0,inactive,410.23100000000005,4.160000000000002,2.0,5.0,5.0
CHEMBL2332859,O=C(Cc1ccc(Br)cc1)Nc1ccc(Oc2ncnc3[nH]ncc23)cc1,10000.0,inactive,424.25800000000015,4.0889000000000015,2.0,5.0,5.0
CHEMBL2332860,O=C(Nc1ccccc1)Nc1ccc(Oc2ncnc3[nH]ncc23)cc1,320.0,active,346.35,3.789200000000001,3.0,5.0,6.494850021680094
CHEMBL2332861,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1cccnc1,449.0,active,347.338,3.1842000000000006,3.0,6.0,6.347753658996677
CHEMBL2332864,O=C(NCC1CCCCC1)Nc1ccc(Oc2ncnc3[nH]ncc23)cc1,363.0,active,366.42500000000007,3.847000000000002,3.0,5.0,6.440093374963888
CHEMBL2332865,O=C(Nc1ccc(F)cc1)Nc1ccc(Oc2ncnc3[nH]ncc23)cc1,96.0,active,364.34000000000003,3.9283,3.0,5.0,7.017728766960432
CHEMBL2332866,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1ccc(N2CCOCC2)cc1,90.0,active,431.45600000000024,3.6258000000000017,3.0,7.0,7.045757490560675
CHEMBL2332867,CC(C)c1cccc(NC(=O)Nc2ccc(Oc3ncnc4[nH]ncc34)cc2)c1,11.0,active,388.43100000000004,4.912600000000002,3.0,5.0,7.958607314841775
CHEMBL2332868,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1cccc(F)c1,59.0,active,364.34000000000003,3.928300000000002,3.0,5.0,7.229147988357856
CHEMBL2332869,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1cccc(OC(F)(F)F)c1,54.0,active,430.34600000000006,4.687800000000001,3.0,6.0,7.267606240177032
CHEMBL2332870,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,17.0,active,482.34400000000005,5.826800000000001,3.0,5.0,7.769551078621726
CHEMBL2332871,O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1ccc(C(F)(F)F)cc1Cl,18.0,active,448.79200000000003,5.461400000000002,3.0,5.0,7.7447274948966935
CHEMBL2337335,O=c1c(OC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,10000.0,inactive,464.37900000000025,-0.5388999999999995,8.0,12.0,5.0
CHEMBL2337336,O=c1c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,10000.0,inactive,464.37900000000025,-0.5388999999999995,8.0,12.0,5.0
CHEMBL234985,CO/N=C/c1c(N)ncnc1N1CCN(C(=O)Nc2ccc(N3CCCCC3)cc2)CC1,50.0,active,438.53600000000034,2.3834999999999997,2.0,8.0,7.301029995663981
CHEMBL235008,CO/N=C/c1c(N)ncnc1N1CCN(C(=O)Nc2ccc(Oc3ccccc3)cc2)CC1,1.0,active,447.4990000000002,3.185500000000002,2.0,8.0,9.0
CHEMBL237338,CS(=O)(=O)NCCO/N=C/c1c(N)ncnc1N1CCN(C(=O)Nc2ccc(N3CCCC3)cc2)CC1,150.0,active,531.6430000000003,0.9128000000000023,3.0,10.0,6.823908740944319
CHEMBL237339,Nc1ncnc(N2CCN(C(=O)Nc3ccc(N4CCCC4)cc3)CC2)c1/C=N/OCCN1CCOCC1,165.0,active,523.6420000000005,1.6958,2.0,10.0,6.782516055786093
